title,URL,Congress,chamber,Meeting Date,Committee
Update on Recovery Efforts for 2017 and 2018 Disasters,/event/116th-congress/house-event/109076,116th,H,2019-03-12T18:30:00Z,House Appropriations
GSA Oversight Hearing,/event/116th-congress/house-event/109077,116th,H,2019-03-13T14:00:00Z,House Appropriations
Stakeholder Perspectives: Building Resilient Communities,/event/116th-congress/house-event/109079,116th,H,2019-03-13T14:00:00Z,House Appropriations
Gun Violence Prevention and Enforcement,/event/116th-congress/house-event/109078,116th,H,2019-03-13T14:30:00Z,House Appropriations
Veterans Affairs Office of Inspector General Hearing,/event/116th-congress/house-event/108884,116th,H,2019-03-13T15:00:00Z,House Appropriations
Department of Health and Human Services Budget Request for FY 2020,/event/116th-congress/house-event/109081,116th,H,2019-03-13T18:00:00Z,House Appropriations
Securing Federal Networks and State Election Systems,/event/116th-congress/house-event/109080,116th,H,2019-03-13T18:00:00Z,House Appropriations
National Science Foundation’s Budget Request for Fiscal Year 2020,/event/116th-congress/house-event/109132,116th,H,2019-03-26T13:30:00Z,House Appropriations
Budget: Department of Energy,/event/116th-congress/house-event/109133,116th,H,2019-03-26T14:00:00Z,House Appropriations
Office of Management and Budget Request for FY 2020,/event/116th-congress/house-event/109134,116th,H,2019-03-26T14:00:00Z,House Appropriations
Department of Education Budget Request for FY 2020,/event/116th-congress/house-event/109135,116th,H,2019-03-26T14:15:00Z,House Appropriations
Budget: Department of the Interior,/event/116th-congress/house-event/109136,116th,H,2019-03-26T14:30:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109138,116th,H,2019-03-26T15:00:00Z,House Appropriations
Reserve Components,/event/116th-congress/house-event/109137,116th,H,2019-03-26T15:00:00Z,House Appropriations
FY 2020 Budget Hearing - United States Coast Guard,/event/116th-congress/house-event/109139,116th,H,2019-03-26T17:00:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109141,116th,H,2019-03-26T18:00:00Z,House Appropriations
Military Installations and BRAC Overview Budget Hearing,/event/116th-congress/house-event/109142,116th,H,2019-03-26T18:15:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109144,116th,H,2019-03-26T18:30:00Z,House Appropriations
INDO-PACOM,/event/116th-congress/house-event/109145,116th,H,2019-03-26T19:00:00Z,House Appropriations
Department of State Budget Request for FY 2020,/event/116th-congress/house-event/109146,116th,H,2019-03-27T13:30:00Z,House Appropriations
Budget: U.S. Army Corps of Engineers and Bureau of Reclamation,/event/116th-congress/house-event/109147,116th,H,2019-03-27T13:45:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109148,116th,H,2019-03-27T14:00:00Z,House Appropriations
Members' Day Hearing: Subcommittee on Financial Services and General Government,/event/116th-congress/house-event/108933,116th,H,2019-03-27T14:00:00Z,House Appropriations
The National Oceanic and Atmospheric Administration’s Budget Request for Fiscal Year 2020,/event/116th-congress/house-event/109149,116th,H,2019-03-27T14:15:00Z,House Appropriations
FY 2020 Budget Hearing  - U.S. Customs and Border Protection,/event/116th-congress/house-event/109150,116th,H,2019-03-27T14:30:00Z,House Appropriations
National Security Agency/Cyber Command,/event/116th-congress/house-event/109152,116th,H,2019-03-27T15:00:00Z,House Appropriations
USDA’s Proposed Relocation of the Economic Research Service and the National Institute of Food and Agriculture,/event/116th-congress/house-event/109151,116th,H,2019-03-27T15:00:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109153,116th,H,2019-03-27T17:00:00Z,House Appropriations
Veterans Affairs FY 2020 Budget Hearing,/event/116th-congress/house-event/109159,116th,H,2019-03-27T17:00:00Z,House Appropriations
Veterans Affairs FY 2020 Budget Hearing,/event/116th-congress/house-event/109154,116th,H,2019-03-27T17:00:00Z,House Appropriations
Public Witness Hearing,/event/116th-congress/house-event/109155,116th,H,2019-03-27T17:30:00Z,House Appropriations
NASA’s Budget Request for Fiscal Year 2020,/event/116th-congress/house-event/109156,116th,H,2019-03-27T18:30:00Z,House Appropriations
National Reconnaissance Office,/event/116th-congress/house-event/109157,116th,H,2019-03-27T19:00:00Z,House Appropriations
U.S. Forest Service FY 2020 Budget Hearing,/event/116th-congress/house-event/109158,116th,H,2019-03-28T14:00:00Z,House Appropriations
"Budget: Department of Energy, National Nuclear Security Administration",/event/116th-congress/house-event/109204,116th,H,2019-04-02T13:45:00Z,House Appropriations
Budget: Environmental Protection Agency,/event/116th-congress/house-event/109205,116th,H,2019-04-02T14:00:00Z,House Appropriations
Members Day,/event/116th-congress/house-event/109206,116th,H,2019-04-02T14:00:00Z,House Appropriations
National Institutes of Health Budget Request for FY 2020,/event/116th-congress/house-event/109208,116th,H,2019-04-02T14:30:00Z,House Appropriations
The Rural Economy,/event/116th-congress/house-event/109207,116th,H,2019-04-02T14:30:00Z,House Appropriations
Defense Intelligence Agency and National Geospatial Agency,/event/116th-congress/house-event/109209,116th,H,2019-04-02T15:00:00Z,House Appropriations
Public Witness Day,/event/116th-congress/house-event/109210,116th,H,2019-04-02T15:00:00Z,House Appropriations
Members Days,/event/116th-congress/house-event/109211,116th,H,2019-04-02T17:00:00Z,House Appropriations
Public Witness Day,/event/116th-congress/house-event/109212,116th,H,2019-04-02T17:30:00Z,House Appropriations
FY 2020 Budget Hearing – Transportation Security Administration,/event/116th-congress/house-event/109213,116th,H,2019-04-02T18:00:00Z,House Appropriations
U.S. Air Force Budget Request for FY 2020,/event/116th-congress/house-event/109214,116th,H,2019-04-02T18:30:00Z,House Appropriations
Department of Housing and Urban Development,/event/116th-congress/house-event/109216,116th,H,2019-04-03T13:00:00Z,House Appropriations
Food and Drug Administration Budget Request for FY 2020,/event/116th-congress/house-event/109215,116th,H,2019-04-03T13:00:00Z,House Appropriations
"Budget: National Park Service, Fish and Wildlife Service, and U.S. Geological Survey",/event/116th-congress/house-event/109218,116th,H,2019-04-03T17:00:00Z,House Appropriations
Federal Communications Commission Budget Hearing,/event/116th-congress/house-event/109219,116th,H,2019-04-03T17:30:00Z,House Appropriations
"Budget: Science, Energy, and Environmental Management Programs",/event/116th-congress/house-event/109220,116th,H,2019-04-03T17:45:00Z,House Appropriations
Department of Labor Budget Request for FY 2020,/event/116th-congress/house-event/109221,116th,H,2019-04-03T18:00:00Z,House Appropriations
Department of Commerce Budget Request for FY 2020,/event/116th-congress/house-event/109222,116th,H,2019-04-03T18:15:00Z,House Appropriations
Defense Health Programs,/event/116th-congress/house-event/109223,116th,H,2019-04-03T19:00:00Z,House Appropriations
"Budget: Bureau of Land Management, Bureau of Ocean Energy Management, Bureau of Safety and Environmental Enforcement",/event/116th-congress/house-event/109225,116th,H,2019-04-04T13:30:00Z,House Appropriations
Federal Bureau of Investigation Budget Request for FY 2020,/event/116th-congress/house-event/109224,116th,H,2019-04-04T13:30:00Z,House Appropriations
Department of Justice Budget Request for Fiscal Year 2020,/event/116th-congress/house-event/109277,116th,H,2019-04-09T13:30:00Z,House Appropriations
Department of the Treasury Budget Request for Fiscal Year 2020,/event/116th-congress/house-event/109279,116th,H,2019-04-09T14:00:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109278,116th,H,2019-04-09T14:00:00Z,House Appropriations
U.S. Special Operations Command Budget Request for FY2020,/event/116th-congress/house-event/109281,116th,H,2019-04-09T14:00:00Z,House Appropriations
Combatting Wage Theft: The Critical Role of Wage and Hour Enforcement,/event/116th-congress/house-event/109282,116th,H,2019-04-09T14:15:00Z,House Appropriations
Department of Agriculture Budget Request for Fiscal Year 2020,/event/116th-congress/house-event/109280,116th,H,2019-04-09T14:30:00Z,House Appropriations
Indian Health Service Budget Request for FY2020,/event/116th-congress/house-event/109283,116th,H,2019-04-09T15:30:00Z,House Appropriations
Internal Revenue Service Budget Request for FY2020,/event/116th-congress/house-event/109285,116th,H,2019-04-09T18:00:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109287,116th,H,2019-04-09T18:00:00Z,House Appropriations
Public Witness Day,/event/116th-congress/house-event/109286,116th,H,2019-04-09T18:00:00Z,House Appropriations
U.S. Army Budget Request for FY2020,/event/116th-congress/house-event/109284,116th,H,2019-04-09T18:00:00Z,House Appropriations
Member Day Hearing,/event/116th-congress/house-event/109288,116th,H,2019-04-10T13:00:00Z,House Appropriations
U.S. Immigration and Customs Enforcement,/event/116th-congress/house-event/109289,116th,H,2019-04-10T13:30:00Z,House Appropriations
Economic Opportunities for Farmers through Sustainable Agricultural Practices,/event/116th-congress/house-event/109290,116th,H,2019-04-10T14:00:00Z,House Appropriations
Department of Transportation Budget Request for Fiscal Year 2020,/event/116th-congress/house-event/109291,116th,H,2019-04-10T15:00:00Z,House Appropriations
Central Intelligence Agency - FY2020 Budget Hearing,/event/116th-congress/house-event/109337,116th,H,2019-04-29T20:30:00Z,House Appropriations
FY2020 Budget Hearing - Department of Homeland Security,/event/116th-congress/house-event/109340,116th,H,2019-04-30T13:00:00Z,House Appropriations
Bureau of Indian Affairs and Bureau of Indian Education,/event/116th-congress/house-event/109341,116th,H,2019-04-30T14:00:00Z,House Appropriations
Oversight Hearing: 2020 Census Preparation,/event/116th-congress/house-event/109338,116th,H,2019-04-30T14:00:00Z,House Appropriations
Navy and Marine Corps - FY2020 Budget Hearing,/event/116th-congress/house-event/109342,116th,H,2019-04-30T15:00:00Z,House Appropriations
FY2020 Budget Hearing - Federal Emergency Management Agency,/event/116th-congress/house-event/109343,116th,H,2019-04-30T17:00:00Z,House Appropriations
"FY2020 Labor, Health and Human Services, Education, and Related Agencies Subcommittee",/event/116th-congress/house-event/109378,116th,H,2019-04-30T20:00:00Z,House Appropriations
FY2020 Budget Hearing - Cybersecurity and Infrastructure Security Agency,/event/116th-congress/house-event/109345,116th,H,2019-05-01T13:30:00Z,House Appropriations
Department of Defense - FY2020 Budget Hearing,/event/116th-congress/house-event/109344,116th,H,2019-05-01T14:00:00Z,House Appropriations
FY2020 Legislative Branch Subcommittee,/event/116th-congress/house-event/109389,116th,H,2019-05-01T17:00:00Z,House Appropriations
"FY2020 Military Construction, Veterans Affairs, and Related Agencies Subcommittee",/event/116th-congress/house-event/109390,116th,H,2019-05-01T19:00:00Z,House Appropriations
"FY20 Budget, Department of the Interior",/event/116th-congress/house-event/109408,116th,H,2019-05-07T19:00:00Z,House Appropriations
"FY2020 Labor, Health and Human Services, Education, and Related Agencies",/event/116th-congress/house-event/109440,116th,H,2019-05-08T14:30:00Z,House Appropriations
"FY2020 Labor, Health and Human Services, Education, and Related Agencies",/event/116th-congress/house-event/109441,116th,H,2019-05-08T14:30:00Z,House Appropriations
FY2020 Legislative Branch and Military Construction and Veterans Affairs,/event/116th-congress/house-event/109454,116th,H,2019-05-09T14:30:00Z,House Appropriations
"FY2020 Department of State, Foreign Operations, and Related Programs Subcommittee",/event/116th-congress/house-event/109464,116th,H,2019-05-10T12:00:00Z,House Appropriations
FY 2020 Defense Subcommittee Markup [Closed],/event/116th-congress/house-event/109491,116th,H,2019-05-15T14:00:00Z,House Appropriations
"FY2020 Energy and Water Development, and Related Agencies Subcommittee",/event/116th-congress/house-event/109494,116th,H,2019-05-15T16:00:00Z,House Appropriations
"FY2020 Interior, Environment, and Related Agencies Subcommittee",/event/116th-congress/house-event/109495,116th,H,2019-05-15T18:00:00Z,House Appropriations
"FY2020 State, Foreign Operations & Related Programs Appropriations Bill and Report on the Revised Suballocation of Budget Allocations for FY2020",/event/116th-congress/house-event/109499,116th,H,2019-05-16T14:30:00Z,House Appropriations
"FY20 Commerce, Justice, Science, and Related Agencies Subcommittee Markup",/event/116th-congress/house-event/109513,116th,H,2019-05-17T13:30:00Z,House Appropriations
FY2020 Energy & Water and Defense Full Committee Appropriations Bills,/event/116th-congress/house-event/109534,116th,H,2019-05-21T14:30:00Z,House Appropriations
"FY2020 Commerce, Justice, and Science and Interior and the Environment Appropriations Bills",/event/116th-congress/house-event/109552,116th,H,2019-05-22T14:30:00Z,House Appropriations
"FY2020 Transportation, Housing and Urban Development, and Related Agencies Subcommittee",/event/116th-congress/house-event/109560,116th,H,2019-05-23T12:30:00Z,House Appropriations
"FY2020 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Subcommittee Markup",/event/116th-congress/house-event/109564,116th,H,2019-05-23T14:00:00Z,House Appropriations
FY2020 Financial Services and General Government Subcommittee Markup,/event/116th-congress/house-event/109588,116th,H,2019-06-03T23:00:00Z,House Appropriations
"FY2020 Transportation, Housing, Urban Development, and Related Agencies Appropriations Bill and FY2020 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Bill, and Report on the Further Revised Suballocation of Budget Allocations for FY2020",/event/116th-congress/house-event/109590,116th,H,2019-06-04T14:30:00Z,House Appropriations
